"ClientAccountID","AccountAlias","Model","CurrencyPrimary","FXRateToBase","AssetClass","SubCategory","Symbol","Description","Conid","SecurityID","SecurityIDType","CUSIP","ISIN","FIGI","ListingExchange","UnderlyingConid","UnderlyingSymbol","UnderlyingSecurityID","UnderlyingListingExchange","Issuer","IssuerCountryCode","TradeID","Multiplier","RelatedTradeID","Strike","ReportDate","Expiry","DateTime","Put/Call","TradeDate","PrincipalAdjustFactor","SettleDateTarget","TransactionType","Exchange","Quantity","TradePrice","TradeMoney","Proceeds","Taxes","IBCommission","IBCommissionCurrency","NetCash","ClosePrice","Open/CloseIndicator","Notes/Codes","CostBasis","FifoPnlRealized","MtmPnl","OrigTradePrice","OrigTradeDate","OrigTradeID","OrigOrderID","OrigTransactionID","Buy/Sell","ClearingFirmID","IBOrderID","TransactionID","IBExecID","RelatedTransactionID","RTN","BrokerageOrderID","OrderReference","VolatilityOrderLink","ExchOrderID","ExtExecID","OrderTime","OpenDateTime","HoldingPeriodDateTime","WhenRealized","WhenReopened","LevelOfDetail","ChangeInPrice","ChangeInQuantity","OrderType","TraderID","IsAPIOrder","AccruedInterest","InitialInvestment","PositionActionID","SerialNumber","DeliveryType","CommodityType","Fineness","Weight"
"U16073750","","","USD","1","OPT","P","TSLA  260116P00360000","TSLA 16JAN26 360 P","653307345","","","","","BBG01J8XBMX9","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8708405325","100","","360","20251218","20260116","20251218;093002","P","20251218","","20251219","ExchTrade","CBOE2","1","1.57","157","-157","0","-1.0141","USD","-158.0141","1.49","C","","757.01131","598.99721","-8","0","","","0","0","BUY","","4705732526","36871178741","00014248.6943f3ed.02.01","","2115832447993B","","RapidOrder","","N/A","2115832447993B","20251218;093002","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260130P00355000","TSLA 30JAN26 355 P","838468111","","","","","","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8748449708","100","","355","20251230","20260130","20251230;093001","P","20251230","","20251231","ExchTrade","CBOE","2","1.86","372","-372","0","-1.3332","USD","-373.3332","1.965","O","P","373.3332","0","21","0","","","0","0","BUY","","4730526957","37043715282","0000f658.6953ccde.03.01","","4936942565402B","","","","N/A","4936942565402B","20251230;093000","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260130P00355000","TSLA 30JAN26 355 P","838468111","","","","","","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8748450556","100","","355","20251230","20260130","20251230;093001","P","20251230","","20251231","ExchTrade","CBOE","2","1.86","372","-372","0","-1.3332","USD","-373.3332","1.965","O","P","373.3332","0","21","0","","","0","0","BUY","","4730526957","37043715378","0000f658.6953ccdd.03.01","","4936942565400B","","","","N/A","4936942565400B","20251230;093000","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260130P00355000","TSLA 30JAN26 355 P","838468111","","","","","BBG01Z1HH7S8","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8918452403","100","","355","20260130","20260130","20260130;111250","P","20260130","","20260202","ExchTrade","EMERALD","-1","0.01","-1","1","0","-0.80204","USD","0.19796","0","C","P","-186.6666","-186.46864","1","0","","","0","0","SELL","","4835455338","37682678443","0000dcdf.697cc29d.03.01","","1320681415360564779S","","","","N/A","1320681415360564779S","20260130;104136","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260130P00355000","TSLA 30JAN26 355 P","838468111","","","","","BBG01Z1HH7S8","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8918452767","100","","355","20260130","20260130","20260130;111254","P","20260130","","20260202","ExchTrade","EMERALD","-3","0.01","-3","3","0","0.59388","USD","3.59388","0","C","P","-559.9998","-556.40592","3","0","","","0","0","SELL","","4835455338","37682679469","0000dcdf.697cc2a4.03.01","","1320681415360564945S","","","","N/A","1320681415360564945S","20260130;111254","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260130P00365000","TSLA 30JAN26 365 P","838468130","","","","","","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8748316487","100","","365","20251230","20260130","20251230;093001","P","20251230","","20251231","ExchTrade","CBOE","-2","2.38","-476","476","0","-1.33878","USD","474.66122","2.575","O","P","-474.66122","0","-39","0","","","0","0","SELL","","4730439678","37043393611","0000f658.6953ccde.02.01","","4936942565401S","","","","N/A","4936942565401S","20251230;093000","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260130P00365000","TSLA 30JAN26 365 P","838468130","","","","","","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8748320253","100","","365","20251230","20260130","20251230;093001","P","20251230","","20251231","ExchTrade","CBOE","-2","2.38","-476","476","0","-1.33878","USD","474.66122","2.575","O","P","-474.66122","0","-39","0","","","0","0","SELL","","4730439678","37043407762","0000f658.6953ccdd.02.01","","4936942565399S","","","","N/A","4936942565399S","20251230;093000","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260130P00365000","TSLA 30JAN26 365 P","838468130","","","","","BBG01Z1HH5Y5","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8918461254","100","","365","20260130","20260130","20260130;111250","P","20260130","","20260202","ExchTrade","EMERALD","1","0.02","2","-2","0","-0.79875","USD","-2.79875","0","C","P","237.33061","234.53186","-2","0","","","0","0","BUY","","4835460748","37682663792","0000dcdf.697cc29d.02.01","","1320681415360564776B","","","","N/A","1320681415360564776B","20260130;104136","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260130P00365000","TSLA 30JAN26 365 P","838468130","","","","","BBG01Z1HH5Y5","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8918461398","100","","365","20260130","20260130","20260130;111254","P","20260130","","20260202","ExchTrade","EMERALD","3","0.02","6","-6","0","0.60375","USD","-5.39625","0","C","P","711.99183","706.59558","-6","0","","","0","0","BUY","","4835460748","37682663907","0000dcdf.697cc2a4.02.01","","1320681415360564942B","","","","N/A","1320681415360564942B","20260130;111254","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260227P00330000","TSLA 27FEB26 330 P","844764715","","","","","BBG01ZHXWFN6","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8885305131","100","","330","20260126","20260227","20260126;144515","P","20260126","","20260127","ExchTrade","CBOE2","1","1.5","150","-150","0","-0.69875","USD","-150.69875","1.595","O","","150.69875","0","9.5","0","","","0","0","BUY","","4814920589","37561844844","00014248.69779f3b.03.01","","2115832446279B","","","","N/A","2115832446279B","20260126;132221","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260227P00330000","TSLA 27FEB26 330 P","844764715","","","","","BBG01ZHXWFN6","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","9033576778","100","","330","20260219","20260227","20260219;121815","P","20260219","","20260220","ExchTrade","CBOE2","-1","0.25","-25","25","0","-0.70204","USD","24.29796","0.265","C","","-150.69875","-126.40079","-1.5","0","","","0","0","SELL","","4905490290","38114092063","00014248.699721c2.03.01","","2115832455773S","","","","N/A","2115832455773S","20260219;120520","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260227P00360000","TSLA 27FEB26 360 P","844764930","","","","","BBG01ZHXWZC4","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","8885303938","100","","360","20260126","20260227","20260126;144515","P","20260126","","20260127","ExchTrade","CBOE2","-1","3.07","-307","307","0","-0.70204","USD","306.29796","3.25","O","","-306.29796","0","-18","0","","","0","0","SELL","","4814919853","37561821819","00014248.69779f3b.02.01","","2115832446278S","","","","N/A","2115832446278S","20260126;132221","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260227P00360000","TSLA 27FEB26 360 P","844764930","","","","","BBG01ZHXWZC4","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","9033578690","100","","360","20260219","20260227","20260219;121815","P","20260219","","20260220","ExchTrade","CBOE2","1","0.7","70","-70","0","-0.69875","USD","-70.69875","0.74","C","","306.29796","235.59921","4","0","","","0","0","BUY","","4905491431","38114114587","00014248.699721c2.02.01","","2115832455772B","","","","N/A","2115832455772B","20260219;120520","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260327P00320000","TSLA 27MAR26 320 P","852762811","","","","","BBG02030N7D8","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","9069511871","100","","320","20260226","20260327","20260226;114615","P","20260226","","20260227","ExchTrade","CBOE2","1","1.57","157","-157","0","-0.69875","USD","-157.69875","1.35","O","","157.69875","0","-22","0","","","0","0","BUY","","4926850559","38252548779","00014248.69a06871.02.01","","2115832452780B","","","","N/A","2115832452780B","20260226;103929","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260327P00320000","TSLA 27MAR26 320 P","852762811","","","","","BBG02030N7D8","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","9236628740","100","","320","20260327","20260327","20260327;162000","P","20260327","","20260330","BookTrade","--","-1","0","0","0","0","0","USD","0","0","C","Ep","-157.69875","-157.69875","0","0","","","0","0","SELL","","38904683692","38904683692","","","","","","","N/A","N/A","","","","","","EXECUTION","0","0","","","N","0","","109044268","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260327P00345000","TSLA 27MAR26 345 P","852399135","","","","","BBG0201VVGB5","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","9069499846","100","","345","20260226","20260327","20260226;114615","P","20260226","","20260227","ExchTrade","CBOE2","-1","3.12","-312","312","0","-0.70204","USD","311.29796","2.715","O","","-311.29796","0","40.5","0","","","0","0","SELL","","4926843324","38252518488","00014248.69a06871.03.01","","2115832452779S","","","","N/A","2115832452779S","20260226;103929","","","","","EXECUTION","0","0","LMT","","N","0","","","","","","0.0","0.0"
"U16073750","","","USD","1","OPT","P","TSLA  260327P00345000","TSLA 27MAR26 345 P","852399135","","","","","BBG0201VVGB5","CBOE","76792991","TSLA","US88160R1014","NASDAQ","","","9236612951","100","","345","20260327","20260327","20260327;162000","P","20260327","","20260330","BookTrade","--","1","0","0","0","0","0","USD","0","0","C","Ep","311.29796","311.29796","0","0","","","0","0","BUY","","38904667869","38904667869","","","","","","","N/A","N/A","","","","","","EXECUTION","0","0","","","N","0","","109028491","","","","0.0","0.0"
